eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
nan,nan,376,0.0,0.0,8.317765,0.0,0.0,nan,13234,1693952,40219.62667834852,13551616
nan,nan,352,0.0,0.0,8.317765,0.0,0.0,nan,13235,1694080,40222.53539047297,13552640
nan,nan,342,0.0,0.0,8.317765,0.0,0.0,nan,13236,1694208,40225.5263193408,13553664
nan,nan,341,0.0,0.0,8.317765,0.0,0.0,nan,13237,1694336,40228.524813494645,13554688
nan,nan,354,0.0,0.0,8.317765,0.0,0.0,nan,13238,1694464,40231.40983225871,13555712
nan,nan,332,0.0,0.0,8.317765,0.0,0.0,nan,13239,1694592,40234.49038268626,13556736
nan,nan,347,0.0,0.0,8.317765,0.0,0.0,nan,13240,1694720,40237.44163160678,13557760
nan,nan,340,0.0,0.0,8.317765,0.0,0.0,nan,13241,1694848,40240.45079919882,13558784
nan,nan,319,0.0,0.0,8.317765,0.0,0.0,nan,13242,1694976,40243.65374084469,13559808
nan,nan,342,0.0,0.0,8.317765,0.0,0.0,nan,13243,1695104,40246.645753516816,13560832
nan,nan,336,0.0,0.0,8.317765,0.0,0.0,nan,13244,1695232,40249.692309511825,13561856
nan,nan,316,0.0,0.0,8.317765,0.0,0.0,nan,13245,1695360,40252.932842617854,13562880
nan,nan,345,0.0,0.0,8.317765,0.0,0.0,nan,13246,1695488,40255.89328659326,13563904
nan,nan,318,0.0,0.0,8.317765,0.0,0.0,nan,13247,1695616,40259.11336623505,13564928
nan,nan,323,0.0,0.0,8.317765,0.0,0.0,nan,13248,1695744,40262.28344732057,13565952
nan,nan,323,0.0,0.0,8.317765,0.0,0.0,nan,13249,1695872,40265.44861384947,13566976
nan,nan,344,0.0,0.0,8.317765,0.0,0.0,nan,13250,1696000,40268.42209520284,13568000
nan,nan,342,0.0,0.0,8.317765,0.0,0.0,nan,13251,1696128,40271.415722263046,13569024
nan,nan,335,0.0,0.0,8.317765,0.0,0.0,nan,13252,1696256,40274.470906142145,13570048
nan,nan,347,0.0,0.0,8.317765,0.0,0.0,nan,13253,1696384,40277.415647774935,13571072
nan,nan,334,0.0,0.0,8.317765,0.0,0.0,nan,13254,1696512,40280.48006894812,13572096
nan,nan,344,0.0,0.0,8.317765,0.0,0.0,nan,13255,1696640,40283.45196429081,13573120
nan,nan,331,0.0,0.0,8.317765,0.0,0.0,nan,13256,1696768,40286.539096924476,13574144
nan,nan,327,0.0,0.0,8.317765,0.0,0.0,nan,13257,1696896,40289.670344882645,13575168
nan,nan,355,0.0,0.0,8.317765,0.0,0.0,nan,13258,1697024,40292.55283922702,13576192
nan,nan,361,0.0,0.0,8.317765,0.0,0.0,nan,13259,1697152,40295.38412643876,13577216
nan,nan,316,0.0,0.0,8.317765,0.0,0.0,nan,13260,1697280,40298.62098426279,13578240
nan,nan,359,0.0,0.0,8.317765,0.0,0.0,nan,13261,1697408,40301.47004518099,13579264
nan,nan,332,0.0,0.0,8.317765,0.0,0.0,nan,13262,1697536,40304.550855677575,13580288
nan,nan,370,0.0,0.0,8.317765,0.0,0.0,nan,13263,1697664,40307.31431909092,13581312
nan,nan,323,0.0,0.0,8.317765,0.0,0.0,nan,13264,1697792,40310.478505607694,13582336
nan,nan,325,0.0,0.0,8.317765,0.0,0.0,nan,13265,1697920,40313.62651720643,13583360
nan,nan,342,0.0,0.0,8.317765,0.0,0.0,nan,13266,1698048,40316.61766081769,13584384
nan,nan,366,0.0,0.0,8.317765,0.0,0.0,nan,13267,1698176,40319.414867825806,13585408
nan,nan,338,0.0,0.0,8.317765,0.0,0.0,nan,13268,1698304,40322.44423781801,13586432
nan,nan,360,0.0,0.0,8.317765,0.0,0.0,nan,13269,1698432,40325.28273298871,13587456
nan,nan,331,0.0,0.0,8.317765,0.0,0.0,nan,13270,1698560,40328.37431111932,13588480
nan,nan,358,0.0,0.0,8.317765,0.0,0.0,nan,13271,1698688,40331.23233826738,13589504
nan,nan,330,0.0,0.0,8.317765,0.0,0.0,nan,13272,1698816,40334.33339008782,13590528
nan,nan,329,0.0,0.0,8.317765,0.0,0.0,nan,13273,1698944,40337.44266960863,13591552
nan,nan,378,0.0,0.0,8.317765,0.0,0.0,nan,13274,1699072,40340.14565338846,13592576
nan,nan,358,0.0,0.0,8.317765,0.0,0.0,nan,13275,1699200,40343.00028483849,13593600
nan,nan,338,0.0,0.0,8.317765,0.0,0.0,nan,13276,1699328,40346.023653508164,13594624
nan,nan,355,0.0,0.0,8.317765,0.0,0.0,nan,13277,1699456,40348.905162977055,13595648
nan,nan,349,0.0,0.0,8.317765,0.0,0.0,nan,13278,1699584,40351.831834471785,13596672
nan,nan,346,0.0,0.0,8.317765,0.0,0.0,nan,13279,1699712,40354.788741323166,13597696
nan,nan,368,0.0,0.0,8.317765,0.0,0.0,nan,13280,1699840,40357.565461287275,13598720
nan,nan,338,0.0,0.0,8.317765,0.0,0.0,nan,13281,1699968,40360.59031191841,13599744
nan,nan,332,0.0,0.0,8.317765,0.0,0.0,nan,13282,1700096,40363.667879260145,13600768
nan,nan,325,0.0,0.0,8.317765,0.0,0.0,nan,13283,1700224,40366.81129647698,13601792
nan,nan,357,0.0,0.0,8.317765,0.0,0.0,nan,13284,1700352,40369.67911781836,13602816
nan,nan,328,0.0,0.0,8.317765,0.0,0.0,nan,13285,1700480,40372.8014766518,13603840
nan,nan,332,0.0,0.0,8.317765,0.0,0.0,nan,13286,1700608,40375.88040309213,13604864
nan,nan,341,0.0,0.0,8.317765,0.0,0.0,nan,13287,1700736,40378.876220091246,13605888
nan,nan,355,0.0,0.0,8.317765,0.0,0.0,nan,13288,1700864,40381.75662572868,13606912
nan,nan,353,0.0,0.0,8.317765,0.0,0.0,nan,13289,1700992,40384.65046959184,13607936
nan,nan,328,0.0,0.0,8.317765,0.0,0.0,nan,13290,1701120,40387.76954113599,13608960
nan,nan,361,0.0,0.0,8.317765,0.0,0.0,nan,13291,1701248,40390.602354967035,13609984
nan,nan,358,0.0,0.0,8.317765,0.0,0.0,nan,13292,1701376,40393.45514601469,13611008
nan,nan,316,0.0,0.0,8.317765,0.0,0.0,nan,13293,1701504,40396.69225547742,13612032
nan,nan,308,0.0,0.0,8.317765,0.0,0.0,nan,13294,1701632,40400.01109666284,13613056
nan,nan,321,0.0,0.0,8.317765,0.0,0.0,nan,13295,1701760,40403.20140135754,13614080
nan,nan,315,0.0,0.0,8.317765,0.0,0.0,nan,13296,1701888,40406.45135108847,13615104
nan,nan,368,0.0,0.0,8.317765,0.0,0.0,nan,13297,1702016,40409.23114258703,13616128
nan,nan,341,0.0,0.0,8.317765,0.0,0.0,nan,13298,1702144,40412.230546120554,13617152
nan,nan,333,0.0,0.0,8.317765,0.0,0.0,nan,13299,1702272,40415.30077288952,13618176
nan,nan,325,0.0,0.0,8.317765,0.0,0.0,nan,13300,1702400,40418.44287217781,13619200
nan,nan,345,0.0,0.0,8.317765,0.0,0.0,nan,13301,1702528,40421.40484337788,13620224
nan,nan,321,0.0,0.0,8.317765,0.0,0.0,nan,13302,1702656,40424.58849756885,13621248
nan,nan,358,0.0,0.0,8.317765,0.0,0.0,nan,13303,1702784,40427.445798482746,13622272
nan,nan,323,0.0,0.0,8.317765,0.0,0.0,nan,13304,1702912,40430.61081290059,13623296
nan,nan,340,0.0,0.0,8.317765,0.0,0.0,nan,13305,1703040,40433.61940545216,13624320
nan,nan,338,0.0,0.0,8.317765,0.0,0.0,nan,13306,1703168,40436.643942803144,13625344
nan,nan,338,0.0,0.0,8.317765,0.0,0.0,nan,13307,1703296,40439.66654728446,13626368
nan,nan,345,0.0,0.0,8.317765,0.0,0.0,nan,13308,1703424,40442.63017614279,13627392
nan,nan,324,0.0,0.0,8.317765,0.0,0.0,nan,13309,1703552,40445.783676967956,13628416
nan,nan,343,0.0,0.0,8.317765,0.0,0.0,nan,13310,1703680,40448.76245405339,13629440
nan,nan,356,0.0,0.0,8.317765,0.0,0.0,nan,13311,1703808,40451.637973732315,13630464
nan,nan,345,0.0,0.0,8.317765,0.0,0.0,nan,13312,1703936,40454.60651044641,13631488
nan,nan,330,0.0,0.0,8.317765,0.0,0.0,nan,13313,1704064,40457.705879091285,13632512
nan,nan,371,0.0,0.0,8.317765,0.0,0.0,nan,13314,1704192,40460.461112489924,13633536
nan,nan,377,0.0,0.0,8.317765,0.0,0.0,nan,13315,1704320,40463.17677638028,13634560
nan,nan,319,0.0,0.0,8.317765,0.0,0.0,nan,13316,1704448,40466.38607442286,13635584
nan,nan,364,0.0,0.0,8.317765,0.0,0.0,nan,13317,1704576,40469.195291399024,13636608
nan,nan,319,0.0,0.0,8.317765,0.0,0.0,nan,13318,1704704,40472.40392471105,13637632
nan,nan,352,0.0,0.0,8.317765,0.0,0.0,nan,13319,1704832,40475.305655974895,13638656
nan,nan,326,0.0,0.0,8.317765,0.0,0.0,nan,13320,1704960,40478.44553977717,13639680
nan,nan,350,0.0,0.0,8.317765,0.0,0.0,nan,13321,1705088,40481.366384568624,13640704
nan,nan,328,0.0,0.0,8.317765,0.0,0.0,nan,13322,1705216,40484.48859380558,13641728
nan,nan,338,0.0,0.0,8.317765,0.0,0.0,nan,13323,1705344,40487.51067455206,13642752
nan,nan,330,0.0,0.0,8.317765,0.0,0.0,nan,13324,1705472,40490.60532975197,13643776
nan,nan,329,0.0,0.0,8.317765,0.0,0.0,nan,13325,1705600,40493.717903831974,13644800
nan,nan,351,0.0,0.0,8.317765,0.0,0.0,nan,13326,1705728,40496.62846376188,13645824
nan,nan,321,0.0,0.0,8.317765,0.0,0.0,nan,13327,1705856,40499.812591644935,13646848
nan,nan,325,0.0,0.0,8.317765,0.0,0.0,nan,13328,1705984,40502.95487555582,13647872
nan,nan,314,0.0,0.0,8.317765,0.0,0.0,nan,13329,1706112,40506.21615471132,13648896
nan,nan,333,0.0,0.0,8.317765,0.0,0.0,nan,13330,1706240,40509.29002374504,13649920
nan,nan,340,0.0,0.0,8.317765,0.0,0.0,nan,13331,1706368,40512.29846247565,13650944
nan,nan,335,0.0,0.0,8.317765,0.0,0.0,nan,13332,1706496,40515.3479784159,13651968
nan,nan,329,0.0,0.0,8.317765,0.0,0.0,nan,13333,1706624,40518.45574708562,13652992
nan,nan,350,0.0,0.0,8.317765,0.0,0.0,nan,13334,1706752,40521.3778318353,13654016
nan,nan,344,0.0,0.0,8.317765,0.0,0.0,nan,13335,1706880,40524.3522817241,13655040
nan,nan,335,0.0,0.0,8.317765,0.0,0.0,nan,13336,1707008,40527.40090219583,13656064
nan,nan,345,0.0,0.0,8.317765,0.0,0.0,nan,13337,1707136,40530.36879416928,13657088
nan,nan,375,0.0,0.0,8.317765,0.0,0.0,nan,13338,1707264,40533.099557706155,13658112
nan,nan,333,0.0,0.0,8.317765,0.0,0.0,nan,13339,1707392,40536.17104403302,13659136
nan,nan,363,0.0,0.0,8.317765,0.0,0.0,nan,13340,1707520,40538.98982594628,13660160
nan,nan,346,0.0,0.0,8.317765,0.0,0.0,nan,13341,1707648,40541.943772813305,13661184
nan,nan,344,0.0,0.0,8.317765,0.0,0.0,nan,13342,1707776,40544.91312373709,13662208
nan,nan,343,0.0,0.0,8.317765,0.0,0.0,nan,13343,1707904,40547.89460140187,13663232
nan,nan,334,0.0,0.0,8.317765,0.0,0.0,nan,13344,1708032,40550.9542297991,13664256
nan,nan,331,0.0,0.0,8.317765,0.0,0.0,nan,13345,1708160,40554.04717592895,13665280
nan,nan,343,0.0,0.0,8.317765,0.0,0.0,nan,13346,1708288,40557.02895142976,13666304
nan,nan,300,0.0,0.0,8.317765,0.0,0.0,nan,13347,1708416,40560.43431053497,13667328
nan,nan,346,0.0,0.0,8.317765,0.0,0.0,nan,13348,1708544,40563.39133038279,13668352
nan,nan,342,0.0,0.0,8.317765,0.0,0.0,nan,13349,1708672,40566.37782560289,13669376
nan,nan,352,0.0,0.0,8.317765,0.0,0.0,nan,13350,1708800,40569.286781542934,13670400
nan,nan,333,0.0,0.0,8.317765,0.0,0.0,nan,13351,1708928,40572.360248722136,13671424
nan,nan,351,0.0,0.0,8.317765,0.0,0.0,nan,13352,1709056,40575.27342209872,13672448
nan,nan,335,0.0,0.0,8.317765,0.0,0.0,nan,13353,1709184,40578.328084225766,13673472
nan,nan,359,0.0,0.0,8.317765,0.0,0.0,nan,13354,1709312,40581.17832117248,13674496
nan,nan,334,0.0,0.0,8.317765,0.0,0.0,nan,13355,1709440,40584.23845640663,13675520
nan,nan,342,0.0,0.0,8.317765,0.0,0.0,nan,13356,1709568,40587.2325689923,13676544
nan,nan,361,0.0,0.0,8.317765,0.0,0.0,nan,13357,1709696,40590.067133468576,13677568
nan,nan,365,0.0,0.0,8.317765,0.0,0.0,nan,13358,1709824,40592.86617231369,13678592
nan,nan,374,0.0,0.0,8.317765,0.0,0.0,nan,13359,1709952,40595.60457832087,13679616
nan,nan,358,0.0,0.0,8.317765,0.0,0.0,nan,13360,1710080,40598.457700958475,13680640
nan,nan,340,0.0,0.0,8.317765,0.0,0.0,nan,13361,1710208,40601.46812909003,13681664
nan,nan,331,0.0,0.0,8.317765,0.0,0.0,nan,13362,1710336,40604.56004757434,13682688
nan,nan,326,0.0,0.0,8.317765,0.0,0.0,nan,13363,1710464,40607.69857353438,13683712
nan,nan,322,0.0,0.0,8.317765,0.0,0.0,nan,13364,1710592,40610.87195404805,13684736
nan,nan,323,0.0,0.0,8.317765,0.0,0.0,nan,13365,1710720,40614.04171097092,13685760
nan,nan,352,0.0,0.0,8.317765,0.0,0.0,nan,13366,1710848,40616.94620958902,13686784
nan,nan,356,0.0,0.0,8.317765,0.0,0.0,nan,13367,1710976,40619.822683162056,13687808
nan,nan,316,0.0,0.0,8.317765,0.0,0.0,nan,13368,1711104,40623.057014987804,13688832
nan,nan,304,0.0,0.0,8.317765,0.0,0.0,nan,13369,1711232,40626.42292723432,13689856
nan,nan,334,0.0,0.0,8.317765,0.0,0.0,nan,13370,1711360,40629.480761106126,13690880
nan,nan,314,0.0,0.0,8.317765,0.0,0.0,nan,13371,1711488,40632.73477684148,13691904
nan,nan,356,0.0,0.0,8.317765,0.0,0.0,nan,13372,1711616,40635.60524389893,13692928
nan,nan,331,0.0,0.0,8.317765,0.0,0.0,nan,13373,1711744,40638.696883860976,13693952
nan,nan,348,0.0,0.0,8.317765,0.0,0.0,nan,13374,1711872,40641.63868953753,13694976
nan,nan,354,0.0,0.0,8.317765,0.0,0.0,nan,13375,1712000,40644.52658051811,13696000
nan,nan,345,0.0,0.0,8.317765,0.0,0.0,nan,13376,1712128,40647.49028897751,13697024
nan,nan,329,0.0,0.0,8.317765,0.0,0.0,nan,13377,1712256,40650.59451220557,13698048
nan,nan,354,0.0,0.0,8.317765,0.0,0.0,nan,13378,1712384,40653.48716462869,13699072
nan,nan,352,0.0,0.0,8.317765,0.0,0.0,nan,13379,1712512,40656.392541124485,13700096
nan,nan,324,0.0,0.0,8.317765,0.0,0.0,nan,13380,1712640,40659.55047030933,13701120
nan,nan,329,0.0,0.0,8.317765,0.0,0.0,nan,13381,1712768,40662.661138597876,13702144
nan,nan,335,0.0,0.0,8.317765,0.0,0.0,nan,13382,1712896,40665.710316887125,13703168
nan,nan,333,0.0,0.0,8.317765,0.0,0.0,nan,13383,1713024,40668.78164313175,13704192
nan,nan,339,0.0,0.0,8.317765,0.0,0.0,nan,13384,1713152,40671.79582041409,13705216
nan,nan,341,0.0,0.0,8.317765,0.0,0.0,nan,13385,1713280,40674.795485788956,13706240
nan,nan,331,0.0,0.0,8.317765,0.0,0.0,nan,13386,1713408,40677.88510324992,13707264
nan,nan,348,0.0,0.0,8.317765,0.0,0.0,nan,13387,1713536,40680.8228623718,13708288
nan,nan,372,0.0,0.0,8.317765,0.0,0.0,nan,13388,1713664,40683.570943746716,13709312
nan,nan,345,0.0,0.0,8.317765,0.0,0.0,nan,13389,1713792,40686.53333882615,13710336
nan,nan,310,0.0,0.0,8.317765,0.0,0.0,nan,13390,1713920,40689.83306228649,13711360
nan,nan,345,0.0,0.0,8.317765,0.0,0.0,nan,13391,1714048,40692.79313919041,13712384
nan,nan,336,0.0,0.0,8.317765,0.0,0.0,nan,13392,1714176,40695.838357764296,13713408
nan,nan,361,0.0,0.0,8.317765,0.0,0.0,nan,13393,1714304,40698.67529563792,13714432
nan,nan,365,0.0,0.0,8.317765,0.0,0.0,nan,13394,1714432,40701.480909968726,13715456
nan,nan,340,0.0,0.0,8.317765,0.0,0.0,nan,13395,1714560,40704.48556865845,13716480
nan,nan,339,0.0,0.0,8.317765,0.0,0.0,nan,13396,1714688,40707.502930168994,13717504
nan,nan,345,0.0,0.0,8.317765,0.0,0.0,nan,13397,1714816,40710.46471998282,13718528
nan,nan,326,0.0,0.0,8.317765,0.0,0.0,nan,13398,1714944,40713.60425054841,13719552
nan,nan,336,0.0,0.0,8.317765,0.0,0.0,nan,13399,1715072,40716.65228450298,13720576
nan,nan,320,0.0,0.0,8.317765,0.0,0.0,nan,13400,1715200,40719.846391922794,13721600
nan,nan,324,0.0,0.0,8.317765,0.0,0.0,nan,13401,1715328,40723.00278156996,13722624
nan,nan,365,0.0,0.0,8.317765,0.0,0.0,nan,13402,1715456,40725.802641469054,13723648
nan,nan,341,0.0,0.0,8.317765,0.0,0.0,nan,13403,1715584,40728.797396795824,13724672
nan,nan,344,0.0,0.0,8.317765,0.0,0.0,nan,13404,1715712,40731.76821328793,13725696
nan,nan,336,0.0,0.0,8.317765,0.0,0.0,nan,13405,1715840,40734.80906353332,13726720
nan,nan,323,0.0,0.0,8.317765,0.0,0.0,nan,13406,1715968,40737.97695903946,13727744
nan,nan,342,0.0,0.0,8.317765,0.0,0.0,nan,13407,1716096,40740.970412408,13728768
nan,nan,310,0.0,0.0,8.317765,0.0,0.0,nan,13408,1716224,40744.266103214584,13729792
nan,nan,316,0.0,0.0,8.317765,0.0,0.0,nan,13409,1716352,40747.50042694062,13730816
nan,nan,326,0.0,0.0,8.317765,0.0,0.0,nan,13410,1716480,40750.639660059474,13731840
nan,nan,339,0.0,0.0,8.317765,0.0,0.0,nan,13411,1716608,40753.65484260116,13732864
nan,nan,345,0.0,0.0,8.317765,0.0,0.0,nan,13412,1716736,40756.623259144835,13733888
nan,nan,348,0.0,0.0,8.317765,0.0,0.0,nan,13413,1716864,40759.5637655966,13734912
nan,nan,371,0.0,0.0,8.317765,0.0,0.0,nan,13414,1716992,40762.32316806447,13735936
nan,nan,351,0.0,0.0,8.317765,0.0,0.0,nan,13415,1717120,40765.24081222527,13736960
nan,nan,359,0.0,0.0,8.317765,0.0,0.0,nan,13416,1717248,40768.08994801808,13737984
nan,nan,335,0.0,0.0,8.317765,0.0,0.0,nan,13417,1717376,40771.140883252956,13739008
nan,nan,327,0.0,0.0,8.317765,0.0,0.0,nan,13418,1717504,40774.27178640757,13740032
nan,nan,333,0.0,0.0,8.317765,0.0,0.0,nan,13419,1717632,40777.34219971951,13741056
nan,nan,348,0.0,0.0,8.317765,0.0,0.0,nan,13420,1717760,40780.28398585413,13742080
nan,nan,326,0.0,0.0,8.317765,0.0,0.0,nan,13421,1717888,40783.41727183852,13743104
nan,nan,330,0.0,0.0,8.317765,0.0,0.0,nan,13422,1718016,40786.51352801081,13744128
nan,nan,334,0.0,0.0,8.317765,0.0,0.0,nan,13423,1718144,40789.571046253666,13745152
nan,nan,346,0.0,0.0,8.317765,0.0,0.0,nan,13424,1718272,40792.52636762243,13746176
nan,nan,317,0.0,0.0,8.317765,0.0,0.0,nan,13425,1718400,40795.75619965047,13747200
nan,nan,332,0.0,0.0,8.317765,0.0,0.0,nan,13426,1718528,40798.83484755736,13748224
nan,nan,327,0.0,0.0,8.317765,0.0,0.0,nan,13427,1718656,40801.95993236173,13749248
nan,nan,348,0.0,0.0,8.317765,0.0,0.0,nan,13428,1718784,40804.90269028302,13750272
nan,nan,331,0.0,0.0,8.317765,0.0,0.0,nan,13429,1718912,40807.98788449541,13751296
nan,nan,317,0.0,0.0,8.317765,0.0,0.0,nan,13430,1719040,40811.21616528742,13752320
nan,nan,332,0.0,0.0,8.317765,0.0,0.0,nan,13431,1719168,40814.29792043753,13753344
nan,nan,324,0.0,0.0,8.317765,0.0,0.0,nan,13432,1719296,40817.45595988631,13754368
nan,nan,345,0.0,0.0,8.317765,0.0,0.0,nan,13433,1719424,40820.4218689939,13755392
nan,nan,357,0.0,0.0,8.317765,0.0,0.0,nan,13434,1719552,40823.28783360403,13756416
nan,nan,338,0.0,0.0,8.317765,0.0,0.0,nan,13435,1719680,40826.3160018418,13757440
nan,nan,347,0.0,0.0,8.317765,0.0,0.0,nan,13436,1719808,40829.259896392934,13758464
nan,nan,344,0.0,0.0,8.317765,0.0,0.0,nan,13437,1719936,40832.23496896587,13759488
nan,nan,339,0.0,0.0,8.317765,0.0,0.0,nan,13438,1720064,40835.25522394478,13760512
nan,nan,366,0.0,0.0,8.317765,0.0,0.0,nan,13439,1720192,40838.05142888334,13761536
nan,nan,329,0.0,0.0,8.317765,0.0,0.0,nan,13440,1720320,40841.15618392173,13762560
nan,nan,346,0.0,0.0,8.317765,0.0,0.0,nan,13441,1720448,40844.115339343436,13763584
nan,nan,333,0.0,0.0,8.317765,0.0,0.0,nan,13442,1720576,40847.18459383957,13764608
nan,nan,379,0.0,0.0,8.317765,0.0,0.0,nan,13443,1720704,40849.88632586412,13765632
nan,nan,378,0.0,0.0,8.317765,0.0,0.0,nan,13444,1720832,40852.595578469336,13766656
nan,nan,333,0.0,0.0,8.317765,0.0,0.0,nan,13445,1720960,40855.66908346489,13767680
nan,nan,302,0.0,0.0,8.317765,0.0,0.0,nan,13446,1721088,40859.05330192298,13768704
nan,nan,324,0.0,0.0,8.317765,0.0,0.0,nan,13447,1721216,40862.20758405235,13769728
nan,nan,324,0.0,0.0,8.317765,0.0,0.0,nan,13448,1721344,40865.366098814644,13770752
nan,nan,331,0.0,0.0,8.317765,0.0,0.0,nan,13449,1721472,40868.45623498317,13771776
nan,nan,343,0.0,0.0,8.317765,0.0,0.0,nan,13450,1721600,40871.43484369386,13772800
nan,nan,353,0.0,0.0,8.317765,0.0,0.0,nan,13451,1721728,40874.32956202142,13773824
nan,nan,337,0.0,0.0,8.317765,0.0,0.0,nan,13452,1721856,40877.36207692046,13774848
nan,nan,327,0.0,0.0,8.317765,0.0,0.0,nan,13453,1721984,40880.4863506984,13775872
nan,nan,347,0.0,0.0,8.317765,0.0,0.0,nan,13454,1722112,40883.43477038853,13776896
nan,nan,376,0.0,0.0,8.317765,0.0,0.0,nan,13455,1722240,40886.15609283559,13777920
nan,nan,363,0.0,0.0,8.317765,0.0,0.0,nan,13456,1722368,40888.97240473982,13778944
nan,nan,331,0.0,0.0,8.317765,0.0,0.0,nan,13457,1722496,40892.06387991831,13779968
nan,nan,338,0.0,0.0,8.317765,0.0,0.0,nan,13458,1722624,40895.09327267483,13780992
nan,nan,356,0.0,0.0,8.317765,0.0,0.0,nan,13459,1722752,40897.96249723714,13782016
nan,nan,347,0.0,0.0,8.317765,0.0,0.0,nan,13460,1722880,40900.90614265576,13783040
nan,nan,346,0.0,0.0,8.317765,0.0,0.0,nan,13461,1723008,40903.86183947977,13784064
nan,nan,319,0.0,0.0,8.317765,0.0,0.0,nan,13462,1723136,40907.066757611,13785088
nan,nan,326,0.0,0.0,8.317765,0.0,0.0,nan,13463,1723264,40910.20831941068,13786112
nan,nan,363,0.0,0.0,8.317765,0.0,0.0,nan,13464,1723392,40913.02925255895,13787136
nan,nan,360,0.0,0.0,8.317765,0.0,0.0,nan,13465,1723520,40915.86696807202,13788160
nan,nan,346,0.0,0.0,8.317765,0.0,0.0,nan,13466,1723648,40918.82151522115,13789184
nan,nan,326,0.0,0.0,8.317765,0.0,0.0,nan,13467,1723776,40921.957784600556,13790208
nan,nan,317,0.0,0.0,8.317765,0.0,0.0,nan,13468,1723904,40925.187183864415,13791232
nan,nan,330,0.0,0.0,8.317765,0.0,0.0,nan,13469,1724032,40928.28584217094,13792256
nan,nan,321,0.0,0.0,8.317765,0.0,0.0,nan,13470,1724160,40931.47234913893,13793280
nan,nan,321,0.0,0.0,8.317765,0.0,0.0,nan,13471,1724288,40934.653452524915,13794304
nan,nan,347,0.0,0.0,8.317765,0.0,0.0,nan,13472,1724416,40937.60119759664,13795328
nan,nan,322,0.0,0.0,8.317765,0.0,0.0,nan,13473,1724544,40940.77791881841,13796352
nan,nan,341,0.0,0.0,8.317765,0.0,0.0,nan,13474,1724672,40943.77532005496,13797376
nan,nan,352,0.0,0.0,8.317765,0.0,0.0,nan,13475,1724800,40946.67924520001,13798400
nan,nan,328,0.0,0.0,8.317765,0.0,0.0,nan,13476,1724928,40949.79632209893,13799424
nan,nan,331,0.0,0.0,8.317765,0.0,0.0,nan,13477,1725056,40952.88909762632,13800448
nan,nan,364,0.0,0.0,8.317765,0.0,0.0,nan,13478,1725184,40955.70140422415,13801472
nan,nan,352,0.0,0.0,8.317765,0.0,0.0,nan,13479,1725312,40958.60444945656,13802496
nan,nan,330,0.0,0.0,8.317765,0.0,0.0,nan,13480,1725440,40961.70274051465,13803520
nan,nan,354,0.0,0.0,8.317765,0.0,0.0,nan,13481,1725568,40964.59438370168,13804544
nan,nan,338,0.0,0.0,8.317765,0.0,0.0,nan,13482,1725696,40967.61941850837,13805568
nan,nan,341,0.0,0.0,8.317765,0.0,0.0,nan,13483,1725824,40970.614536359906,13806592
nan,nan,368,0.0,0.0,8.317765,0.0,0.0,nan,13484,1725952,40973.39483543765,13807616
nan,nan,383,0.0,0.0,8.317765,0.0,0.0,nan,13485,1726080,40976.06843390502,13808640
nan,nan,341,0.0,0.0,8.317765,0.0,0.0,nan,13486,1726208,40979.071484846994,13809664
nan,nan,366,0.0,0.0,8.317765,0.0,0.0,nan,13487,1726336,40981.864557625726,13810688
nan,nan,347,0.0,0.0,8.317765,0.0,0.0,nan,13488,1726464,40984.81315067597,13811712
nan,nan,346,0.0,0.0,8.317765,0.0,0.0,nan,13489,1726592,40987.77306015976,13812736
nan,nan,334,0.0,0.0,8.317765,0.0,0.0,nan,13490,1726720,40990.8350740131,13813760
nan,nan,328,0.0,0.0,8.317765,0.0,0.0,nan,13491,1726848,40993.94878961984,13814784
nan,nan,324,0.0,0.0,8.317765,0.0,0.0,nan,13492,1726976,40997.109163968824,13815808
nan,nan,324,0.0,0.0,8.317765,0.0,0.0,nan,13493,1727104,41000.26228897367,13816832
nan,nan,336,0.0,0.0,8.317765,0.0,0.0,nan,13494,1727232,41003.307440210134,13817856
nan,nan,332,0.0,0.0,8.317765,0.0,0.0,nan,13495,1727360,41006.389074687846,13818880
nan,nan,320,0.0,0.0,8.317765,0.0,0.0,nan,13496,1727488,41009.58830510639,13819904
nan,nan,333,0.0,0.0,8.317765,0.0,0.0,nan,13497,1727616,41012.65899165813,13820928
nan,nan,331,0.0,0.0,8.317765,0.0,0.0,nan,13498,1727744,41015.74493797589,13821952
nan,nan,332,0.0,0.0,8.317765,0.0,0.0,nan,13499,1727872,41018.828105743974,13822976
nan,nan,334,0.0,0.0,8.317765,0.0,0.0,nan,13500,1728000,41021.89108505007,13824000
nan,nan,322,0.0,0.0,8.317765,0.0,0.0,nan,13501,1728128,41025.06628405489,13825024
nan,nan,353,0.0,0.0,8.317765,0.0,0.0,nan,13502,1728256,41027.96580862999,13826048
nan,nan,356,0.0,0.0,8.317765,0.0,0.0,nan,13503,1728384,41030.8360853428,13827072
nan,nan,355,0.0,0.0,8.317765,0.0,0.0,nan,13504,1728512,41033.71497960109,13828096
nan,nan,370,0.0,0.0,8.317765,0.0,0.0,nan,13505,1728640,41036.48012394644,13829120
