eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
nan,nan,332,0.0,0.0,8.317765,0.0,0.0,nan,5980,765440,18388.078116963618,6123520
nan,nan,371,0.0,0.0,8.317765,0.0,0.0,nan,5981,765568,18390.838567283936,6124544
nan,nan,339,0.0,0.0,8.317765,0.0,0.0,nan,5982,765696,18393.852602365427,6125568
nan,nan,328,0.0,0.0,8.317765,0.0,0.0,nan,5983,765824,18396.967513706535,6126592
nan,nan,349,0.0,0.0,8.317765,0.0,0.0,nan,5984,765952,18399.89884242136,6127616
nan,nan,338,0.0,0.0,8.317765,0.0,0.0,nan,5985,766080,18402.921928818338,6128640
nan,nan,355,0.0,0.0,8.317765,0.0,0.0,nan,5986,766208,18405.801419952884,6129664
nan,nan,374,0.0,0.0,8.317765,0.0,0.0,nan,5987,766336,18408.536454919726,6130688
nan,nan,345,0.0,0.0,8.317765,0.0,0.0,nan,5988,766464,18411.500249542296,6131712
nan,nan,328,0.0,0.0,8.317765,0.0,0.0,nan,5989,766592,18414.615509133786,6132736
nan,nan,341,0.0,0.0,8.317765,0.0,0.0,nan,5990,766720,18417.616342422552,6133760
nan,nan,361,0.0,0.0,8.317765,0.0,0.0,nan,5991,766848,18420.45062192343,6134784
nan,nan,346,0.0,0.0,8.317765,0.0,0.0,nan,5992,766976,18423.40921012778,6135808
nan,nan,332,0.0,0.0,8.317765,0.0,0.0,nan,5993,767104,18426.48924138397,6136832
nan,nan,343,0.0,0.0,8.317765,0.0,0.0,nan,5994,767232,18429.4708434958,6137856
nan,nan,350,0.0,0.0,8.317765,0.0,0.0,nan,5995,767360,18432.39294567611,6138880
nan,nan,324,0.0,0.0,8.317765,0.0,0.0,nan,5996,767488,18435.54993095342,6139904
nan,nan,342,0.0,0.0,8.317765,0.0,0.0,nan,5997,767616,18438.54011128377,6140928
nan,nan,340,0.0,0.0,8.317765,0.0,0.0,nan,5998,767744,18441.547573599964,6141952
nan,nan,355,0.0,0.0,8.317765,0.0,0.0,nan,5999,767872,18444.429815256968,6142976
nan,nan,372,0.0,0.0,8.317765,0.0,0.0,nan,6000,768000,18447.176275109872,6144000
nan,nan,368,0.0,0.0,8.317765,0.0,0.0,nan,6001,768128,18449.95659588743,6145024
nan,nan,344,0.0,0.0,8.317765,0.0,0.0,nan,6002,768256,18452.92913564481,6146048
nan,nan,349,0.0,0.0,8.317765,0.0,0.0,nan,6003,768384,18455.86159664113,6147072
nan,nan,331,0.0,0.0,8.317765,0.0,0.0,nan,6004,768512,18458.951748725027,6148096
nan,nan,307,0.0,0.0,8.317765,0.0,0.0,nan,6005,768640,18462.282895469107,6149120
nan,nan,320,0.0,0.0,8.317765,0.0,0.0,nan,6006,768768,18465.476353812963,6150144
nan,nan,333,0.0,0.0,8.317765,0.0,0.0,nan,6007,768896,18468.544401369058,6151168
nan,nan,339,0.0,0.0,8.317765,0.0,0.0,nan,6008,769024,18471.564522729255,6152192
nan,nan,335,0.0,0.0,8.317765,0.0,0.0,nan,6009,769152,18474.621365281753,6153216
nan,nan,335,0.0,0.0,8.317765,0.0,0.0,nan,6010,769280,18477.671683558263,6154240
nan,nan,340,0.0,0.0,8.317765,0.0,0.0,nan,6011,769408,18480.67889132537,6155264
nan,nan,338,0.0,0.0,8.317765,0.0,0.0,nan,6012,769536,18483.707193735056,6156288
nan,nan,339,0.0,0.0,8.317765,0.0,0.0,nan,6013,769664,18486.72580390144,6157312
nan,nan,323,0.0,0.0,8.317765,0.0,0.0,nan,6014,769792,18489.896393526345,6158336
nan,nan,323,0.0,0.0,8.317765,0.0,0.0,nan,6015,769920,18493.061976436526,6159360
nan,nan,350,0.0,0.0,8.317765,0.0,0.0,nan,6016,770048,18495.98021775484,6160384
nan,nan,370,0.0,0.0,8.317765,0.0,0.0,nan,6017,770176,18498.745437588543,6161408
nan,nan,323,0.0,0.0,8.317765,0.0,0.0,nan,6018,770304,18501.915225755423,6162432
nan,nan,332,0.0,0.0,8.317765,0.0,0.0,nan,6019,770432,18504.994561296888,6163456
nan,nan,337,0.0,0.0,8.317765,0.0,0.0,nan,6020,770560,18508.030756291933,6164480
nan,nan,352,0.0,0.0,8.317765,0.0,0.0,nan,6021,770688,18510.93647927791,6165504
nan,nan,366,0.0,0.0,8.317765,0.0,0.0,nan,6022,770816,18513.73163238354,6166528
nan,nan,364,0.0,0.0,8.317765,0.0,0.0,nan,6023,770944,18516.542541150935,6167552
nan,nan,364,0.0,0.0,8.317765,0.0,0.0,nan,6024,771072,18519.354564411566,6168576
nan,nan,331,0.0,0.0,8.317765,0.0,0.0,nan,6025,771200,18522.443288615905,6169600
nan,nan,318,0.0,0.0,8.317765,0.0,0.0,nan,6026,771328,18525.662750197574,6170624
nan,nan,368,0.0,0.0,8.317765,0.0,0.0,nan,6027,771456,18528.445747660473,6171648
nan,nan,365,0.0,0.0,8.317765,0.0,0.0,nan,6028,771584,18531.24644181598,6172672
nan,nan,319,0.0,0.0,8.317765,0.0,0.0,nan,6029,771712,18534.45613951143,6173696
nan,nan,333,0.0,0.0,8.317765,0.0,0.0,nan,6030,771840,18537.52758528758,6174720
nan,nan,372,0.0,0.0,8.317765,0.0,0.0,nan,6031,771968,18540.273505229503,6175744
nan,nan,332,0.0,0.0,8.317765,0.0,0.0,nan,6032,772096,18543.351335500367,6176768
nan,nan,340,0.0,0.0,8.317765,0.0,0.0,nan,6033,772224,18546.355879376642,6177792
nan,nan,331,0.0,0.0,8.317765,0.0,0.0,nan,6034,772352,18549.44275362231,6178816
nan,nan,355,0.0,0.0,8.317765,0.0,0.0,nan,6035,772480,18552.325386395678,6179840
nan,nan,314,0.0,0.0,8.317765,0.0,0.0,nan,6036,772608,18555.578860603273,6180864
nan,nan,366,0.0,0.0,8.317765,0.0,0.0,nan,6037,772736,18558.37150004506,6181888
nan,nan,357,0.0,0.0,8.317765,0.0,0.0,nan,6038,772864,18561.23616741877,6182912
nan,nan,363,0.0,0.0,8.317765,0.0,0.0,nan,6039,772992,18564.053260390647,6183936
nan,nan,333,0.0,0.0,8.317765,0.0,0.0,nan,6040,773120,18567.12499585934,6184960
nan,nan,316,0.0,0.0,8.317765,0.0,0.0,nan,6041,773248,18570.3631055858,6185984
nan,nan,345,0.0,0.0,8.317765,0.0,0.0,nan,6042,773376,18573.325225053355,6187008
nan,nan,337,0.0,0.0,8.317765,0.0,0.0,nan,6043,773504,18576.363482980058,6188032
nan,nan,317,0.0,0.0,8.317765,0.0,0.0,nan,6044,773632,18579.585516226478,6189056
nan,nan,330,0.0,0.0,8.317765,0.0,0.0,nan,6045,773760,18582.688540322706,6190080
nan,nan,333,0.0,0.0,8.317765,0.0,0.0,nan,6046,773888,18585.75841203332,6191104
nan,nan,326,0.0,0.0,8.317765,0.0,0.0,nan,6047,774016,18588.89677134808,6192128
nan,nan,327,0.0,0.0,8.317765,0.0,0.0,nan,6048,774144,18592.026707299985,6193152
nan,nan,338,0.0,0.0,8.317765,0.0,0.0,nan,6049,774272,18595.055620077997,6194176
nan,nan,344,0.0,0.0,8.317765,0.0,0.0,nan,6050,774400,18598.02585143037,6195200
nan,nan,352,0.0,0.0,8.317765,0.0,0.0,nan,6051,774528,18600.9281159183,6196224
nan,nan,376,0.0,0.0,8.317765,0.0,0.0,nan,6052,774656,18603.65073093772,6197248
nan,nan,362,0.0,0.0,8.317765,0.0,0.0,nan,6053,774784,18606.47997926548,6198272
nan,nan,346,0.0,0.0,8.317765,0.0,0.0,nan,6054,774912,18609.43466579914,6199296
nan,nan,319,0.0,0.0,8.317765,0.0,0.0,nan,6055,775040,18612.635850282386,6200320
nan,nan,330,0.0,0.0,8.317765,0.0,0.0,nan,6056,775168,18615.732257390395,6201344
nan,nan,351,0.0,0.0,8.317765,0.0,0.0,nan,6057,775296,18618.647410971113,6202368
nan,nan,342,0.0,0.0,8.317765,0.0,0.0,nan,6058,775424,18621.64044036437,6203392
nan,nan,321,0.0,0.0,8.317765,0.0,0.0,nan,6059,775552,18624.82916522678,6204416
nan,nan,325,0.0,0.0,8.317765,0.0,0.0,nan,6060,775680,18627.971211112104,6205440
nan,nan,330,0.0,0.0,8.317765,0.0,0.0,nan,6061,775808,18631.071792147122,6206464
nan,nan,325,0.0,0.0,8.317765,0.0,0.0,nan,6062,775936,18634.213920230977,6207488
nan,nan,344,0.0,0.0,8.317765,0.0,0.0,nan,6063,776064,18637.189675894566,6208512
nan,nan,345,0.0,0.0,8.317765,0.0,0.0,nan,6064,776192,18640.15657648351,6209536
nan,nan,378,0.0,0.0,8.317765,0.0,0.0,nan,6065,776320,18642.859604965895,6210560
nan,nan,342,0.0,0.0,8.317765,0.0,0.0,nan,6066,776448,18645.848227514885,6211584
nan,nan,373,0.0,0.0,8.317765,0.0,0.0,nan,6067,776576,18648.58815954905,6212608
nan,nan,311,0.0,0.0,8.317765,0.0,0.0,nan,6068,776704,18651.875407838263,6213632
nan,nan,340,0.0,0.0,8.317765,0.0,0.0,nan,6069,776832,18654.882013105787,6214656
nan,nan,343,0.0,0.0,8.317765,0.0,0.0,nan,6070,776960,18657.86314640008,6215680
nan,nan,344,0.0,0.0,8.317765,0.0,0.0,nan,6071,777088,18660.83393711131,6216704
nan,nan,338,0.0,0.0,8.317765,0.0,0.0,nan,6072,777216,18663.862645920366,6217728
nan,nan,336,0.0,0.0,8.317765,0.0,0.0,nan,6073,777344,18666.909737771377,6218752
nan,nan,337,0.0,0.0,8.317765,0.0,0.0,nan,6074,777472,18669.943754953332,6219776
nan,nan,375,0.0,0.0,8.317765,0.0,0.0,nan,6075,777600,18672.67288897559,6220800
nan,nan,367,0.0,0.0,8.317765,0.0,0.0,nan,6076,777728,18675.45878141187,6221824
nan,nan,344,0.0,0.0,8.317765,0.0,0.0,nan,6077,777856,18678.429730287753,6222848
nan,nan,379,0.0,0.0,8.317765,0.0,0.0,nan,6078,777984,18681.13172924705,6223872
nan,nan,320,0.0,0.0,8.317765,0.0,0.0,nan,6079,778112,18684.32247479353,6224896
nan,nan,330,0.0,0.0,8.317765,0.0,0.0,nan,6080,778240,18687.42086337041,6225920
nan,nan,337,0.0,0.0,8.317765,0.0,0.0,nan,6081,778368,18690.45849443879,6226944
nan,nan,343,0.0,0.0,8.317765,0.0,0.0,nan,6082,778496,18693.44012574572,6227968
nan,nan,296,0.0,0.0,8.317765,0.0,0.0,nan,6083,778624,18696.89063909743,6228992
nan,nan,335,0.0,0.0,8.317765,0.0,0.0,nan,6084,778752,18699.940935689025,6230016
nan,nan,355,0.0,0.0,8.317765,0.0,0.0,nan,6085,778880,18702.825636564754,6231040
nan,nan,337,0.0,0.0,8.317765,0.0,0.0,nan,6086,779008,18705.863382591866,6232064
nan,nan,330,0.0,0.0,8.317765,0.0,0.0,nan,6087,779136,18708.960083262995,6233088
nan,nan,354,0.0,0.0,8.317765,0.0,0.0,nan,6088,779264,18711.84683254175,6234112
nan,nan,337,0.0,0.0,8.317765,0.0,0.0,nan,6089,779392,18714.884262143634,6235136
nan,nan,293,0.0,0.0,8.317765,0.0,0.0,nan,6090,779520,18718.37933792267,6236160
nan,nan,296,0.0,0.0,8.317765,0.0,0.0,nan,6091,779648,18721.832110472023,6237184
nan,nan,328,0.0,0.0,8.317765,0.0,0.0,nan,6092,779776,18724.948368323967,6238208
nan,nan,355,0.0,0.0,8.317765,0.0,0.0,nan,6093,779904,18727.83208795637,6239232
nan,nan,341,0.0,0.0,8.317765,0.0,0.0,nan,6094,780032,18730.827728417702,6240256
nan,nan,329,0.0,0.0,8.317765,0.0,0.0,nan,6095,780160,18733.939431561157,6241280
nan,nan,330,0.0,0.0,8.317765,0.0,0.0,nan,6096,780288,18737.042127878405,6242304
nan,nan,343,0.0,0.0,8.317765,0.0,0.0,nan,6097,780416,18740.028134599328,6243328
nan,nan,335,0.0,0.0,8.317765,0.0,0.0,nan,6098,780544,18743.08218600694,6244352
nan,nan,332,0.0,0.0,8.317765,0.0,0.0,nan,6099,780672,18746.16033852659,6245376
nan,nan,318,0.0,0.0,8.317765,0.0,0.0,nan,6100,780800,18749.373434026726,6246400
nan,nan,367,0.0,0.0,8.317765,0.0,0.0,nan,6101,780928,18752.158961488865,6247424
nan,nan,348,0.0,0.0,8.317765,0.0,0.0,nan,6102,781056,18755.10132281203,6248448
nan,nan,315,0.0,0.0,8.317765,0.0,0.0,nan,6103,781184,18758.34364031907,6249472
nan,nan,364,0.0,0.0,8.317765,0.0,0.0,nan,6104,781312,18761.15287596453,6250496
nan,nan,320,0.0,0.0,8.317765,0.0,0.0,nan,6105,781440,18764.350920534693,6251520
nan,nan,353,0.0,0.0,8.317765,0.0,0.0,nan,6106,781568,18767.249211878516,6252544
nan,nan,377,0.0,0.0,8.317765,0.0,0.0,nan,6107,781696,18769.962226727977,6253568
nan,nan,340,0.0,0.0,8.317765,0.0,0.0,nan,6108,781824,18772.966007004492,6254592
nan,nan,345,0.0,0.0,8.317765,0.0,0.0,nan,6109,781952,18775.930230078287,6255616
nan,nan,366,0.0,0.0,8.317765,0.0,0.0,nan,6110,782080,18778.726315713488,6256640
nan,nan,345,0.0,0.0,8.317765,0.0,0.0,nan,6111,782208,18781.69122343883,6257664
nan,nan,347,0.0,0.0,8.317765,0.0,0.0,nan,6112,782336,18784.641927452758,6258688
nan,nan,365,0.0,0.0,8.317765,0.0,0.0,nan,6113,782464,18787.44495554641,6259712
nan,nan,362,0.0,0.0,8.317765,0.0,0.0,nan,6114,782592,18790.271401450038,6260736
nan,nan,349,0.0,0.0,8.317765,0.0,0.0,nan,6115,782720,18793.20020485297,6261760
nan,nan,338,0.0,0.0,8.317765,0.0,0.0,nan,6116,782848,18796.224315979518,6262784
nan,nan,374,0.0,0.0,8.317765,0.0,0.0,nan,6117,782976,18798.956559801474,6263808
nan,nan,321,0.0,0.0,8.317765,0.0,0.0,nan,6118,783104,18802.137852206826,6264832
nan,nan,363,0.0,0.0,8.317765,0.0,0.0,nan,6119,783232,18804.95847448241,6265856
nan,nan,379,0.0,0.0,8.317765,0.0,0.0,nan,6120,783360,18807.658290617168,6266880
nan,nan,365,0.0,0.0,8.317765,0.0,0.0,nan,6121,783488,18810.464126199484,6267904
nan,nan,376,0.0,0.0,8.317765,0.0,0.0,nan,6122,783616,18813.185620061122,6268928
nan,nan,354,0.0,0.0,8.317765,0.0,0.0,nan,6123,783744,18816.076779106632,6269952
nan,nan,343,0.0,0.0,8.317765,0.0,0.0,nan,6124,783872,18819.061813998036,6270976
nan,nan,345,0.0,0.0,8.317765,0.0,0.0,nan,6125,784000,18822.027819177136,6272000
nan,nan,373,0.0,0.0,8.317765,0.0,0.0,nan,6126,784128,18824.769343290478,6273024
nan,nan,379,0.0,0.0,8.317765,0.0,0.0,nan,6127,784256,18827.47015376389,6274048
nan,nan,329,0.0,0.0,8.317765,0.0,0.0,nan,6128,784384,18830.575682610273,6275072
nan,nan,329,0.0,0.0,8.317765,0.0,0.0,nan,6129,784512,18833.681447289884,6276096
nan,nan,321,0.0,0.0,8.317765,0.0,0.0,nan,6130,784640,18836.86558380816,6277120
nan,nan,334,0.0,0.0,8.317765,0.0,0.0,nan,6131,784768,18839.92362797074,6278144
nan,nan,352,0.0,0.0,8.317765,0.0,0.0,nan,6132,784896,18842.831880773418,6279168
nan,nan,339,0.0,0.0,8.317765,0.0,0.0,nan,6133,785024,18845.8510011537,6280192
nan,nan,333,0.0,0.0,8.317765,0.0,0.0,nan,6134,785152,18848.917944242246,6281216
nan,nan,346,0.0,0.0,8.317765,0.0,0.0,nan,6135,785280,18851.87492470164,6282240
nan,nan,349,0.0,0.0,8.317765,0.0,0.0,nan,6136,785408,18854.806433229707,6283264
nan,nan,345,0.0,0.0,8.317765,0.0,0.0,nan,6137,785536,18857.768928860314,6284288
nan,nan,346,0.0,0.0,8.317765,0.0,0.0,nan,6138,785664,18860.724991526455,6285312
nan,nan,304,0.0,0.0,8.317765,0.0,0.0,nan,6139,785792,18864.08658286743,6286336
nan,nan,351,0.0,0.0,8.317765,0.0,0.0,nan,6140,785920,18867.003590507433,6287360
nan,nan,336,0.0,0.0,8.317765,0.0,0.0,nan,6141,786048,18870.049515048973,6288384
nan,nan,338,0.0,0.0,8.317765,0.0,0.0,nan,6142,786176,18873.07579339575,6289408
nan,nan,328,0.0,0.0,8.317765,0.0,0.0,nan,6143,786304,18876.188864931464,6290432
nan,nan,347,0.0,0.0,8.317765,0.0,0.0,nan,6144,786432,18879.135195105337,6291456
nan,nan,377,0.0,0.0,8.317765,0.0,0.0,nan,6145,786560,18881.84629641846,6292480
nan,nan,347,0.0,0.0,8.317765,0.0,0.0,nan,6146,786688,18884.795865226537,6293504
nan,nan,324,0.0,0.0,8.317765,0.0,0.0,nan,6147,786816,18887.951260581613,6294528
nan,nan,358,0.0,0.0,8.317765,0.0,0.0,nan,6148,786944,18890.805413297378,6295552
nan,nan,324,0.0,0.0,8.317765,0.0,0.0,nan,6149,787072,18893.96060605906,6296576
nan,nan,336,0.0,0.0,8.317765,0.0,0.0,nan,6150,787200,18897.006765211,6297600
nan,nan,337,0.0,0.0,8.317765,0.0,0.0,nan,6151,787328,18900.039703899063,6298624
nan,nan,331,0.0,0.0,8.317765,0.0,0.0,nan,6152,787456,18903.129831655882,6299648
nan,nan,383,0.0,0.0,8.317765,0.0,0.0,nan,6153,787584,18905.803082355298,6300672
nan,nan,346,0.0,0.0,8.317765,0.0,0.0,nan,6154,787712,18908.761218896136,6301696
nan,nan,338,0.0,0.0,8.317765,0.0,0.0,nan,6155,787840,18911.786912989803,6302720
nan,nan,339,0.0,0.0,8.317765,0.0,0.0,nan,6156,787968,18914.806523628533,6303744
nan,nan,340,0.0,0.0,8.317765,0.0,0.0,nan,6157,788096,18917.817413108423,6304768
nan,nan,334,0.0,0.0,8.317765,0.0,0.0,nan,6158,788224,18920.882650109008,6305792
nan,nan,361,0.0,0.0,8.317765,0.0,0.0,nan,6159,788352,18923.714035537094,6306816
nan,nan,346,0.0,0.0,8.317765,0.0,0.0,nan,6160,788480,18926.673804188147,6307840
nan,nan,329,0.0,0.0,8.317765,0.0,0.0,nan,6161,788608,18929.782520979643,6308864
nan,nan,378,0.0,0.0,8.317765,0.0,0.0,nan,6162,788736,18932.487395628355,6309888
nan,nan,366,0.0,0.0,8.317765,0.0,0.0,nan,6163,788864,18935.28264313005,6310912
nan,nan,325,0.0,0.0,8.317765,0.0,0.0,nan,6164,788992,18938.42461288348,6311936
nan,nan,341,0.0,0.0,8.317765,0.0,0.0,nan,6165,789120,18941.423348171636,6312960
nan,nan,340,0.0,0.0,8.317765,0.0,0.0,nan,6166,789248,18944.434398046695,6313984
nan,nan,326,0.0,0.0,8.317765,0.0,0.0,nan,6167,789376,18947.56741326675,6315008
nan,nan,356,0.0,0.0,8.317765,0.0,0.0,nan,6168,789504,18950.443443519995,6316032
nan,nan,334,0.0,0.0,8.317765,0.0,0.0,nan,6169,789632,18953.50290206168,6317056
nan,nan,316,0.0,0.0,8.317765,0.0,0.0,nan,6170,789760,18956.737155344337,6318080
nan,nan,323,0.0,0.0,8.317765,0.0,0.0,nan,6171,789888,18959.906910919584,6319104
nan,nan,304,0.0,0.0,8.317765,0.0,0.0,nan,6172,790016,18963.271324452944,6320128
nan,nan,335,0.0,0.0,8.317765,0.0,0.0,nan,6173,790144,18966.32035766635,6321152
nan,nan,312,0.0,0.0,8.317765,0.0,0.0,nan,6174,790272,18969.592924578115,6322176
nan,nan,332,0.0,0.0,8.317765,0.0,0.0,nan,6175,790400,18972.668953139335,6323200
nan,nan,339,0.0,0.0,8.317765,0.0,0.0,nan,6176,790528,18975.68188177049,6324224
nan,nan,340,0.0,0.0,8.317765,0.0,0.0,nan,6177,790656,18978.686747831292,6325248
nan,nan,328,0.0,0.0,8.317765,0.0,0.0,nan,6178,790784,18981.80362575967,6326272
nan,nan,338,0.0,0.0,8.317765,0.0,0.0,nan,6179,790912,18984.82765551191,6327296
nan,nan,329,0.0,0.0,8.317765,0.0,0.0,nan,6180,791040,18987.934213326313,6328320
nan,nan,365,0.0,0.0,8.317765,0.0,0.0,nan,6181,791168,18990.73955051601,6329344
nan,nan,344,0.0,0.0,8.317765,0.0,0.0,nan,6182,791296,18993.714391879737,6330368
nan,nan,316,0.0,0.0,8.317765,0.0,0.0,nan,6183,791424,18996.95480706077,6331392
nan,nan,328,0.0,0.0,8.317765,0.0,0.0,nan,6184,791552,19000.072940706275,6332416
nan,nan,353,0.0,0.0,8.317765,0.0,0.0,nan,6185,791680,19002.96812750213,6333440
nan,nan,367,0.0,0.0,8.317765,0.0,0.0,nan,6186,791808,19005.75191143062,6334464
nan,nan,374,0.0,0.0,8.317765,0.0,0.0,nan,6187,791936,19008.486808537506,6335488
nan,nan,334,0.0,0.0,8.317765,0.0,0.0,nan,6188,792064,19011.549711858854,6336512
nan,nan,320,0.0,0.0,8.317765,0.0,0.0,nan,6189,792192,19014.74361649435,6337536
nan,nan,332,0.0,0.0,8.317765,0.0,0.0,nan,6190,792320,19017.823220234364,6338560
nan,nan,359,0.0,0.0,8.317765,0.0,0.0,nan,6191,792448,19020.67148300726,6339584
nan,nan,370,0.0,0.0,8.317765,0.0,0.0,nan,6192,792576,19023.433848042972,6340608
nan,nan,326,0.0,0.0,8.317765,0.0,0.0,nan,6193,792704,19026.571201796643,6341632
nan,nan,331,0.0,0.0,8.317765,0.0,0.0,nan,6194,792832,19029.662623058073,6342656
nan,nan,343,0.0,0.0,8.317765,0.0,0.0,nan,6195,792960,19032.639849835075,6343680
nan,nan,334,0.0,0.0,8.317765,0.0,0.0,nan,6196,793088,19035.70003264956,6344704
nan,nan,328,0.0,0.0,8.317765,0.0,0.0,nan,6197,793216,19038.816149491817,6345728
nan,nan,328,0.0,0.0,8.317765,0.0,0.0,nan,6198,793344,19041.932191045955,6346752
nan,nan,325,0.0,0.0,8.317765,0.0,0.0,nan,6199,793472,19045.074821314774,6347776
nan,nan,325,0.0,0.0,8.317765,0.0,0.0,nan,6200,793600,19048.217174140736,6348800
nan,nan,362,0.0,0.0,8.317765,0.0,0.0,nan,6201,793728,19051.045595983043,6349824
nan,nan,330,0.0,0.0,8.317765,0.0,0.0,nan,6202,793856,19054.145340229385,6350848
nan,nan,336,0.0,0.0,8.317765,0.0,0.0,nan,6203,793984,19057.19235637784,6351872
nan,nan,333,0.0,0.0,8.317765,0.0,0.0,nan,6204,794112,19060.26435658615,6352896
nan,nan,338,0.0,0.0,8.317765,0.0,0.0,nan,6205,794240,19063.291638046503,6353920
nan,nan,337,0.0,0.0,8.317765,0.0,0.0,nan,6206,794368,19066.328598016873,6354944
nan,nan,335,0.0,0.0,8.317765,0.0,0.0,nan,6207,794496,19069.381895204075,6355968
nan,nan,373,0.0,0.0,8.317765,0.0,0.0,nan,6208,794624,19072.12105615344,6356992
nan,nan,334,0.0,0.0,8.317765,0.0,0.0,nan,6209,794752,19075.1869341759,6358016
nan,nan,307,0.0,0.0,8.317765,0.0,0.0,nan,6210,794880,19078.522206055,6359040
nan,nan,340,0.0,0.0,8.317765,0.0,0.0,nan,6211,795008,19081.526581929997,6360064
nan,nan,342,0.0,0.0,8.317765,0.0,0.0,nan,6212,795136,19084.515252046287,6361088
nan,nan,331,0.0,0.0,8.317765,0.0,0.0,nan,6213,795264,19087.60857782699,6362112
nan,nan,343,0.0,0.0,8.317765,0.0,0.0,nan,6214,795392,19090.59134103451,6363136
nan,nan,367,0.0,0.0,8.317765,0.0,0.0,nan,6215,795520,19093.376547565684,6364160
nan,nan,340,0.0,0.0,8.317765,0.0,0.0,nan,6216,795648,19096.381469327025,6365184
nan,nan,331,0.0,0.0,8.317765,0.0,0.0,nan,6217,795776,19099.47061521001,6366208
nan,nan,335,0.0,0.0,8.317765,0.0,0.0,nan,6218,795904,19102.52054413315,6367232
nan,nan,324,0.0,0.0,8.317765,0.0,0.0,nan,6219,796032,19105.678761107847,6368256
nan,nan,329,0.0,0.0,8.317765,0.0,0.0,nan,6220,796160,19108.787688673474,6369280
nan,nan,322,0.0,0.0,8.317765,0.0,0.0,nan,6221,796288,19111.963683789596,6370304
nan,nan,336,0.0,0.0,8.317765,0.0,0.0,nan,6222,796416,19115.00878430251,6371328
nan,nan,331,0.0,0.0,8.317765,0.0,0.0,nan,6223,796544,19118.095346251503,6372352
nan,nan,369,0.0,0.0,8.317765,0.0,0.0,nan,6224,796672,19120.86529302504,6373376
nan,nan,325,0.0,0.0,8.317765,0.0,0.0,nan,6225,796800,19124.00962453056,6374400
nan,nan,339,0.0,0.0,8.317765,0.0,0.0,nan,6226,796928,19127.026800258085,6375424
nan,nan,348,0.0,0.0,8.317765,0.0,0.0,nan,6227,797056,19129.966139147058,6376448
nan,nan,369,0.0,0.0,8.317765,0.0,0.0,nan,6228,797184,19132.73814363405,6377472
nan,nan,365,0.0,0.0,8.317765,0.0,0.0,nan,6229,797312,19135.540270239115,6378496
nan,nan,357,0.0,0.0,8.317765,0.0,0.0,nan,6230,797440,19138.40318041481,6379520
nan,nan,331,0.0,0.0,8.317765,0.0,0.0,nan,6231,797568,19141.489652929828,6380544
nan,nan,334,0.0,0.0,8.317765,0.0,0.0,nan,6232,797696,19144.554364296608,6381568
nan,nan,330,0.0,0.0,8.317765,0.0,0.0,nan,6233,797824,19147.650055540726,6382592
nan,nan,362,0.0,0.0,8.317765,0.0,0.0,nan,6234,797952,19150.474022583105,6383616
nan,nan,323,0.0,0.0,8.317765,0.0,0.0,nan,6235,798080,19153.63646960538,6384640
nan,nan,320,0.0,0.0,8.317765,0.0,0.0,nan,6236,798208,19156.831485779956,6385664
nan,nan,332,0.0,0.0,8.317765,0.0,0.0,nan,6237,798336,19159.90919119306,6386688
nan,nan,314,0.0,0.0,8.317765,0.0,0.0,nan,6238,798464,19163.166758250445,6387712
nan,nan,320,0.0,0.0,8.317765,0.0,0.0,nan,6239,798592,19166.364761856385,6388736
nan,nan,327,0.0,0.0,8.317765,0.0,0.0,nan,6240,798720,19169.49237274099,6389760
nan,nan,332,0.0,0.0,8.317765,0.0,0.0,nan,6241,798848,19172.5701354146,6390784
nan,nan,372,0.0,0.0,8.317765,0.0,0.0,nan,6242,798976,19175.320417445153,6391808
nan,nan,325,0.0,0.0,8.317765,0.0,0.0,nan,6243,799104,19178.467921936885,6392832
nan,nan,356,0.0,0.0,8.317765,0.0,0.0,nan,6244,799232,19181.337254000828,6393856
nan,nan,335,0.0,0.0,8.317765,0.0,0.0,nan,6245,799360,19184.39405703079,6394880
nan,nan,343,0.0,0.0,8.317765,0.0,0.0,nan,6246,799488,19187.372038112953,6395904
nan,nan,332,0.0,0.0,8.317765,0.0,0.0,nan,6247,799616,19190.453664071858,6396928
nan,nan,330,0.0,0.0,8.317765,0.0,0.0,nan,6248,799744,19193.552305852063,6397952
nan,nan,377,0.0,0.0,8.317765,0.0,0.0,nan,6249,799872,19196.268308664672,6398976
nan,nan,331,0.0,0.0,8.317765,0.0,0.0,nan,6250,800000,19199.362446119078,6400000
nan,nan,326,0.0,0.0,8.317765,0.0,0.0,nan,6251,800128,19202.49752522167,6401024
nan,nan,342,0.0,0.0,8.317765,0.0,0.0,nan,6252,800256,19205.490294572897,6402048
nan,nan,326,0.0,0.0,8.317765,0.0,0.0,nan,6253,800384,19208.623263834976,6403072
nan,nan,335,0.0,0.0,8.317765,0.0,0.0,nan,6254,800512,19211.674795276485,6404096
nan,nan,340,0.0,0.0,8.317765,0.0,0.0,nan,6255,800640,19214.68282671552,6405120
nan,nan,359,0.0,0.0,8.317765,0.0,0.0,nan,6256,800768,19217.52834442258,6406144
